,continent,date,Cancel public events,Close public transport,Contact tracing,Containment and Health Index,Debt/contract relief,Emergency investment in health care,Fiscal measures,Income support,International support,International travel controls,Investment in Vaccines,Public information campaigns,Restrictions on gatherings,Restrictions on internal movement,School closures,Stay at home requirements,Stringency Index,Testing policy,Workplace Closures,active_cases,aged_65_older,aged_70_older,cardiovasc_death_rate,case_fatality_ratio,deaths_per_100k,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,gm_Grocery & Pharmacy,gm_Parks,gm_Residential,gm_Retail & Recreation,gm_Transit Stations,gm_Workplaces,handwashing_facilities,herd_immunity_threshold,hospital_beds_per_thousand,human_development_index,infected_per_100k,latitude,life_expectancy,longitude,male_smokers,median_age,mortality_rate,new_cases,new_cases_smoothed,new_deaths,new_deaths_smoothed,new_recovered,new_recovered_smoothed,new_tests,new_tests_smoothed,percent_increase_cases,percent_pop_affected,population,population_density,positive_rate,recovered_percent,stringency_index,tests_per_case,total_cases,total_deaths,total_recovered,total_tests
359,Asia,2020-03-30,82.0,52.0,63.0,3139.41,21.0,2800020642.0,37020000000.0,8.0,0.0,149.0,0.0,83.0,132.0,62.0,120.0,59.0,3268.5499999999997,59.0,97.0,57597.0,273.62100000000004,177.62800000000001,12430.512999999999,0.8198254476094663,5.3588273706237946,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-959.142,-1120.998,606.143,-1685.2839999999994,-1718.2879999999998,-1239.429,1657.077,3055553413.609999,119.43,31.508000000000006,300.43448541753327,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,81.98254476094662,7268.0,5573.999,203.0,199.29000000000002,2564.0,1915.8571428571431,40327.0,58108.0,inf,0.30043448541753326,4560527483.0,19464.373,0.9270000000000002,785.1099529643229,3268.5499999999997,1278.371,162545.0,6671.0,98172.0,1026160.0
360,Asia,2020-03-31,84.0,53.0,65.0,3242.44,23.0,61000000.0,0.0,12.0,0.0,153.0,0.0,85.0,136.0,62.0,123.0,64.0,3368.56,63.0,101.0,63141.0,289.92400000000004,187.78600000000003,12430.512999999999,0.9078678350992841,5.703853318001565,407.35,137.9,175.00000000000003,1027834.8449999999,-1006.144,-1170.5700000000002,634.9999999999998,-1752.8580000000002,-1794.572,-1288.716,1657.077,3060576395.569999,119.43,32.44100000000001,318.82615232723117,1141.95071035,3368.830000000001,3500.0953105729154,1479.3000000000004,1388.5,90.78678350992844,7492.0,6180.718000000001,218.0,205.862,1721.0,1831.8571428571422,72774.0,63701.0,inf,0.3188261523272311,4568024471.0,26504.087000000003,0.93,817.5333886300738,3368.56,1488.699,170037.0,6889.0,99893.0,1164068.0
361,Asia,2020-04-01,82.0,53.0,63.0,3200.7700000000004,28.0,248859946.0,26410905958.0,16.0,0.0,150.0,0.0,83.0,134.0,64.0,120.0,65.0,3332.45,62.0,100.0,68792.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9844838138088761,6.099604980623004,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1029.5729999999999,-1167.86,626.9989999999999,-1754.1440000000005,-1787.14,-1291.9989999999998,1657.077,3055553413.609999,119.43,31.508000000000006,343.5498294802051,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,98.44838138088764,7782.0,6708.713,235.0,216.716,1894.0,1873.8571428571424,74402.0,68752.0,inf,0.3435498294802052,4560527483.0,19464.373,0.9510000000000001,847.8964317034453,3332.45,1630.0339999999997,177819.0,7124.0,101787.0,1257279.0
362,Asia,2020-04-02,82.0,53.0,63.0,3203.8000000000006,30.0,407825962.3,32761907413.0,16.0,834681051822.0,150.0,174100000.0,83.0,134.0,64.0,120.0,65.0,3332.45,63.0,100.0,74833.0,273.62100000000004,177.62800000000001,12430.512999999999,1.0009662743404943,6.499996566774562,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1053.283,-1172.288,639.5720000000001,-1778.001,-1815.4269999999995,-1329.431,1657.077,3055553413.609999,119.43,31.508000000000006,371.78378515999526,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,100.09662743404944,8632.0,7282.287,281.0,229.29000000000002,2293.0,1938.1428571428576,116801.0,78962.0,inf,0.3717837851599952,4560527483.0,19464.373,0.9410000000000003,904.8911868620816,3332.45,1604.183,186451.0,7405.0,104080.0,1374080.0
363,Asia,2020-04-03,82.0,54.0,63.0,3220.0800000000004,30.0,0.0,376402306.0,18.0,20000000.0,151.0,0.0,83.0,134.0,66.0,120.0,66.0,3352.35,63.0,100.0,81073.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9198590800091345,7.187603609434906,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1062.428,-1160.002,646.0000000000001,-1792.0000000000002,-1834.8559999999998,-1351.9989999999998,1657.077,3055553413.609999,119.43,31.508000000000006,405.2844005991358,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,91.98590800091344,8706.0,7756.5740000000005,295.0,237.00400000000002,2150.0,1981.142857142857,107257.0,85326.0,inf,0.40528440059913595,4560527483.0,19464.373,0.9770000000000001,935.0234006220869,3352.35,1734.207,195157.0,7700.0,106230.0,1540792.0
364,Asia,2020-04-04,82.0,55.0,63.0,3229.9400000000005,31.0,0.0,0.0,18.0,0.0,151.0,0.0,83.0,135.0,66.0,120.0,67.0,3364.37,63.0,100.0,84252.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9112390290206306,7.399192077611777,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1059.4280000000003,-1145.5730000000003,646.8550000000002,-1797.569,-1846.0000000000002,-1364.8610000000006,1657.077,3055553413.609999,119.43,31.508000000000006,430.57166811944865,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,91.12390290206308,6506.0,7680.141,148.0,229.145,3179.0,2223.4285714285706,99501.0,93090.0,inf,0.43057166811944864,4560527483.0,19464.373,1.153,999.1215691110924,3364.37,1758.2649999999999,201663.0,7848.0,109409.0,1227700.0
365,Asia,2020-04-05,82.0,56.0,63.0,3242.8100000000004,31.0,31000000.0,51042733606.0,18.0,0.0,151.0,0.0,83.0,139.0,66.0,120.0,67.0,3380.1099999999997,63.0,100.0,94695.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9216430775846518,8.063692612821658,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1058.4279999999997,-1148.432,649.5709999999999,-1804.999,-1857.5699999999997,-1377.0030000000004,1657.077,3055553413.609999,119.43,31.508000000000006,474.32050132134856,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,92.16430775846517,12109.0,8356.431,443.0,260.43199999999996,1223.0,2146.285714285713,126318.0,105685.0,inf,0.4743205013213485,4560527483.0,19464.373,0.9960000000000002,997.4924797092714,3380.1099999999997,2539.0740000000005,213617.0,8290.0,110632.0,1889008.0
366,Asia,2020-04-06,82.0,56.0,65.0,3266.2900000000013,33.0,0.0,8651899389.0,19.0,0.0,151.0,0.0,83.0,139.0,68.0,120.0,69.0,3397.72,63.0,102.0,98360.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9263145964501385,8.670416082854707,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1049.856,-1152.2849999999996,654.2879999999998,-1811.4289999999996,-1868.571,-1393.2859999999998,1657.077,3055553413.609999,119.43,31.508000000000006,513.5348421835056,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,92.63145964501383,10152.0,8768.43,329.0,278.42799999999994,6096.0,2650.857142857143,115551.0,115454.0,inf,0.5135348421835053,4560527483.0,19464.373,0.9330000000000002,1027.1328837573487,3397.72,2444.8469999999998,223924.0,8620.0,116728.0,1921874.0
367,Asia,2020-04-07,82.0,58.0,65.0,3299.2500000000005,33.0,63631833.0,1105949368167.0,22.0,0.0,151.0,0.0,83.0,143.0,68.0,120.0,70.0,3434.3,64.0,105.0,103492.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9030740909813768,9.110906060650462,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1051.4280000000003,-1164.001,663.8590000000002,-1828.2860000000005,-1887.1429999999998,-1415.5739999999998,1657.077,3055553413.609999,119.43,31.508000000000006,550.3899315966144,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,90.3074090981377,9451.0,9048.285,278.0,287.00100000000003,4005.0,2977.142857142856,156966.0,126055.0,inf,0.5503899315966144,4560527483.0,19464.373,0.885,1055.6799098223225,3434.3,2526.553,233375.0,8898.0,120733.0,2149524.0
368,Asia,2020-04-08,82.0,58.0,65.0,3314.4000000000005,34.0,190410629.0,77064921908.51999,24.0,0.0,150.0,0.0,83.0,144.0,68.0,123.0,70.0,3445.3999999999996,66.0,105.0,108984.0,273.62100000000004,177.62800000000001,12430.512999999999,0.9263438237159283,9.732230075765862,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1060.429,-1167.8559999999998,673.1439999999999,-1843.8580000000002,-1907.4290000000005,-1433.7149999999997,1657.077,3055553413.609999,119.43,31.508000000000006,585.422329035688,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,92.6343823715928,9872.0,9346.859,318.0,298.857,4055.0,3285.857142857143,136002.0,133034.0,-44.679999999999986,0.585422329035688,4560527483.0,19464.373,0.902,1082.5897161763346,3445.3999999999996,3239.7690000000002,243247.0,9216.0,124788.0,2418603.0
369,Asia,2020-04-09,82.0,58.0,65.0,3329.55,34.0,0.0,0.0,26.0,525000003.0,150.0,0.0,83.0,144.0,70.0,123.0,70.0,3452.81,69.0,104.0,114168.0,273.62100000000004,177.62800000000001,12430.512999999999,1.0049111436583475,10.1562826592485,399.0200000000001,137.9,175.00000000000003,971779.9249999999,-1069.998,-1180.001,677.2870000000001,-1857.7170000000003,-1919.5699999999995,-1439.5730000000003,1657.077,3055553413.609999,119.43,31.508000000000006,614.8059785256934,1119.67138255,3283.9700000000003,3385.932497472915,1479.3000000000004,1343.6999999999998,100.49111436583476,9682.0,9496.855,291.0,300.286,4204.0,3558.8571428571427,154750.0,136684.0,inf,0.6148059785256933,4560527483.0,19464.373,0.88,1118.6746609667648,3452.81,3229.363,252929.0,9507.0,128992.0,2618931.0
370,Asia,2020-04-10,84.0,58.0,65.0,3380.3000000000006,36.0,0.0,0.0,28.0,0.0,153.0,0.0,84.0,144.0,70.0,126.0,75.0,3514.83,69.0,108.0,119204.0,276.54300000000006,179.211,12925.516,0.963434446381559,10.769085340826383,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1086.7150000000004,-1208.5710000000001,691.428,-1885.1419999999996,-1951.5720000000001,-1461.5710000000001,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,653.09872083027,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,96.3434446381559,10303.0,9724.858,350.0,308.14300000000003,4917.0,3954.1428571428573,162906.0,144653.0,inf,0.65309872083027,4590353451.0,19517.881,1.015,1209.4467169888323,3514.83,3644.8810000000003,263232.0,9857.0,133909.0,2779403.0
371,Asia,2020-04-11,84.0,58.0,65.0,3382.57,37.0,81063170.0,524993235.0,29.0,0.0,153.0,0.0,84.0,144.0,71.0,126.0,76.0,3513.9100000000003,70.0,107.0,121188.0,276.54300000000006,179.211,12925.516,0.9614479363647948,11.376940128200097,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1108.428,-1230.8580000000002,702.142,-1902.428,-1967.7140000000002,-1482.426,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,689.6577479982241,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,96.14479363647948,11022.0,10370.001,333.0,334.573,8703.0,4743.285714285714,130766.0,145824.0,inf,0.689657747998224,4590353451.0,19517.881,1.004,1251.9092621110676,3513.9100000000003,4415.002,274254.0,10190.0,142612.0,3046249.0
372,Asia,2020-04-12,84.0,58.0,65.0,3388.63,38.0,140400000.0,1119654.09,29.0,0.0,153.0,0.0,84.0,144.0,72.0,126.0,76.0,3521.32,70.0,107.0,129401.0,276.54300000000006,179.211,12925.516,0.9333266651474807,11.913780995060995,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1131.714,-1257.0020000000002,708.9960000000001,-1918.8600000000004,-1985.5730000000005,-1500.2819999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,734.4016581106466,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,93.3326665147481,12422.0,10414.715,378.0,325.291,3829.0,5115.57142857143,145736.0,155536.0,inf,0.7344016581106465,4590353451.0,19517.881,1.161,1271.8360977772559,3521.32,4228.2970000000005,286676.0,10568.0,146441.0,2936716.0
373,Asia,2020-04-13,84.0,58.0,65.0,3395.4500000000003,40.0,100320307.0,91000000.0,31.0,0.0,154.0,0.0,84.0,144.0,72.0,126.0,75.0,3522.25,72.0,107.0,136213.0,276.54300000000006,179.211,12925.516,0.9327757783136941,12.423214106763572,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1147.571,-1265.141,718.2840000000001,-1934.144,-2004.8590000000002,-1515.9979999999998,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,778.1691094016727,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,93.27757783136941,11480.0,10604.431,389.0,333.86,4279.0,4856.000000000001,137069.0,158037.0,inf,0.7781691094016725,4590353451.0,19517.881,1.1600000000000001,1289.3010616300057,3522.25,5148.562000000001,298156.0,10957.0,150720.0,2810397.0
374,Asia,2020-04-14,84.0,59.0,66.0,3408.34,40.0,0.0,29569324.0,31.0,0.0,154.0,0.0,84.0,144.0,72.0,126.0,76.0,3532.43,72.0,107.0,142703.0,276.54300000000006,179.211,12925.516,0.8945839819947101,13.13232343046635,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1162.142,-1260.8580000000002,721.8570000000001,-1938.856,-2014.0,-1524.8559999999998,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,835.13388482848,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,89.45839819947102,11741.0,10931.571,343.0,343.148,4908.0,4985.0,157748.0,162416.0,inf,0.8351338848284799,4590353451.0,19517.881,1.3190000000000002,1327.885709364262,3532.43,4429.865,309897.0,11300.0,155628.0,3448012.0
375,Asia,2020-04-15,84.0,59.0,66.0,3397.3600000000006,41.0,0.0,0.0,33.0,0.0,154.0,0.0,84.0,144.0,72.0,126.0,76.0,3518.99,72.0,106.0,149085.0,276.54300000000006,179.211,12925.516,0.8768459323145786,13.69827337501799,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1166.9979999999996,-1245.0000000000002,726.2850000000001,-1937.143,-2019.856,-1535.5729999999999,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,885.1281639332151,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,87.68459323145785,11184.0,11119.001,387.0,353.00100000000003,4396.0,5033.714285714285,169725.0,166087.0,inf,0.8851281639332148,4590353451.0,19517.881,1.319,1318.8152319895296,3518.99,3813.674,321081.0,11687.0,160024.0,3558000.0
376,Asia,2020-04-16,84.0,59.0,66.0,3401.1400000000003,42.0,0.0,6192157573.26,34.0,2458012369.26,155.0,0.0,84.0,144.0,72.0,126.0,76.0,3523.62,72.0,106.0,154466.0,276.54300000000006,179.211,12925.516,0.8617843642942329,14.205094543392411,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1154.717,-1235.285,725.4280000000001,-1931.713,-2017.5739999999998,-1529.1420000000003,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,935.4121238641084,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,86.17843642942326,11394.0,11363.713,340.0,360.002,5669.0,5243.0,164025.0,169456.0,-919.8900000000001,0.9354121238641084,4590353451.0,19517.881,1.326,1373.9038348258657,3523.62,4471.278999999999,332475.0,12027.0,165693.0,3495668.0
377,Asia,2020-04-17,84.0,58.0,66.0,3395.07,43.0,0.0,0.0,34.0,0.0,155.0,0.0,84.0,145.0,70.0,126.0,78.0,3512.53,73.0,106.0,161431.0,276.54300000000006,179.211,12925.516,0.8682355784368774,14.84478842695611,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1145.0009999999997,-1232.2839999999999,721.7130000000001,-1926.7129999999997,-2013.143,-1516.5709999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,992.195031271717,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,86.82355784368772,12965.0,11744.003,1633.0,543.2859999999998,4364.0,5164.0,170216.0,172852.0,inf,0.9921950312717167,4590353451.0,19517.881,1.3450000000000004,1398.9032901716764,3512.53,4791.255999999999,345440.0,13660.0,170057.0,3725819.0
378,Asia,2020-04-18,84.0,57.0,66.0,3375.36,43.0,0.0,0.0,34.0,0.0,155.0,0.0,84.0,141.0,69.0,126.0,78.0,3488.4500000000007,73.0,106.0,167411.0,276.54300000000006,179.211,12925.516,0.8657178309818664,15.44182595141765,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1156.2869999999998,-1235.1410000000003,717.4280000000001,-1929.144,-2010.713,-1510.0,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1052.1137758312564,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,86.57178309818663,12279.0,11923.574,364.0,547.7139999999999,5922.0,4766.714285714286,156983.0,179268.0,inf,1.0521137758312569,4590353451.0,19517.881,1.3879999999999997,1425.0600919620977,3488.4500000000007,4973.164000000001,357719.0,14024.0,175979.0,3543727.0
379,Asia,2020-04-19,84.0,57.0,67.0,3379.1500000000005,43.0,4909802814.0,0.0,34.0,0.0,155.0,0.0,84.0,142.0,69.0,126.0,77.0,3487.510000000001,73.0,106.0,174773.0,276.54300000000006,179.211,12925.516,0.8521631694654249,15.997420119088053,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1159.287,-1228.713,712.1400000000001,-1925.001,-2005.7130000000002,-1498.2839999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1110.1688598481132,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,85.21631694654246,12266.0,11901.285,307.0,537.574,4591.0,4875.571428571429,128820.0,183212.0,inf,1.1101688598481132,4590353451.0,19517.881,1.4259999999999997,1463.4592506111344,3487.510000000001,7931.673,369985.0,14331.0,180570.0,3828899.0
380,Asia,2020-04-20,83.0,57.0,67.0,3348.8500000000004,45.0,16851000000.0,0.0,34.0,0.0,155.0,0.0,84.0,138.0,68.0,126.0,75.0,3450.4800000000005,73.0,104.0,181087.0,276.54300000000006,179.211,12925.516,0.8753008816382484,16.633969395005877,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1153.286,-1226.572,703.1399999999998,-1914.286,-1993.143,-1478.9990000000003,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1172.294898792449,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,87.53008816382483,12285.0,12016.284,377.0,535.859,5585.0,5062.142857142856,135769.0,187234.0,inf,1.172294898792449,4590353451.0,19517.881,1.4349999999999996,1475.4575119283863,3450.4800000000005,11972.045,382270.0,14708.0,186155.0,4242254.0
381,Asia,2020-04-21,83.0,56.0,67.0,3332.9400000000005,47.0,0.0,0.0,35.0,424000.0,155.0,0.0,84.0,138.0,67.0,126.0,74.0,3431.040000000001,73.0,102.0,189178.0,276.54300000000006,179.211,12925.516,0.8665852826716809,17.207925004256385,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1138.576,-1232.8580000000002,694.4289999999999,-1901.9990000000003,-1979.857,-1456.9999999999998,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1252.426735357152,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,86.65852826716812,14167.0,12362.857,351.0,536.9999999999999,5718.0,5177.857142857144,131829.0,186286.0,inf,1.2524267353571514,4590353451.0,19517.881,1.502,1494.1556269134576,3431.040000000001,48687.945999999996,396437.0,15059.0,191873.0,4012475.0
382,Asia,2020-04-22,83.0,56.0,67.0,3320.4300000000007,47.0,1000000000.0,70000000000.0,35.0,0.0,155.0,0.0,84.0,137.0,66.0,126.0,72.0,3415.770000000001,73.0,100.0,195171.0,276.54300000000006,179.211,12925.516,0.8563753284718929,17.694125495317625,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1114.2799999999997,-1248.1420000000003,681.5710000000001,-1887.7099999999998,-1962.0,-1427.0009999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1321.5560509989562,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,85.63753284718932,13261.0,12659.571,345.0,530.9989999999999,6923.0,5538.857142857142,129540.0,186136.0,inf,1.3215560509989561,4590353451.0,19517.881,1.557,1562.5006148402829,3415.770000000001,1441.5989999999997,409698.0,15404.0,198796.0,4166466.0
383,Asia,2020-04-23,83.0,56.0,67.0,3317.4000000000005,47.0,0.0,0.0,35.0,30000000.0,155.0,1390000000.0,84.0,137.0,66.0,126.0,72.0,3412.0700000000006,73.0,99.0,199598.0,276.54300000000006,179.211,12925.516,0.8656296066617994,18.381524957725137,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1110.7129999999997,-1261.2849999999999,675.2879999999999,-1879.0,-1955.4239999999995,-1415.4249999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1393.6856045105899,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,86.56296066617998,11458.0,12668.714,426.0,543.286,6599.0,5671.714285714285,181683.0,189442.0,inf,1.3936856045105903,4590353451.0,19517.881,1.5790000000000002,1624.8501994555754,3412.0700000000006,1543.9379999999999,421156.0,15830.0,205395.0,4931559.0
384,Asia,2020-04-24,83.0,56.0,67.0,3323.4600000000005,50.0,109012285.0,1090441288.0,36.0,0.0,155.0,0.0,84.0,137.0,67.0,126.0,72.0,3419.4700000000003,73.0,99.0,205256.0,276.54300000000006,179.211,12925.516,0.8557672450783654,19.00130574797351,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1117.7140000000002,-1281.429,675.2860000000002,-1881.284,-1955.712,-1408.428,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1479.27668302405,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,85.57672450783653,13505.0,12745.856,361.0,361.57399999999996,7485.0,6117.5714285714275,187015.0,191680.0,inf,1.47927668302405,4590353451.0,19517.881,1.6480000000000001,1752.7963266889758,3419.4700000000003,27120.078,434661.0,16191.0,212880.0,4929321.0
385,Asia,2020-04-25,83.0,55.0,67.0,3318.9100000000003,50.0,0.0,0.0,36.0,800050.0,155.0,0.0,84.0,137.0,67.0,126.0,72.0,3413.91,73.0,99.0,210237.0,276.54300000000006,179.211,12925.516,0.848988565425384,19.525921588754432,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1103.431,-1287.1430000000003,678.1410000000002,-1875.858,-1954.715,-1397.4269999999997,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1571.572245335223,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,84.89885654253844,13088.0,12861.427,381.0,364.00100000000003,7722.0,6374.714285714286,183750.0,195639.0,inf,1.5715722453352228,4590353451.0,19517.881,1.6980000000000002,1793.808591933911,3413.91,29444.461,447749.0,16572.0,220602.0,5048460.0
386,Asia,2020-04-26,83.0,55.0,67.0,3320.4300000000007,50.0,0.0,1727700060.0,36.0,0.0,155.0,0.0,84.0,138.0,67.0,126.0,72.0,3415.7599999999998,73.0,98.0,214829.0,276.54300000000006,179.211,12925.516,0.8483358634894248,20.09541266164902,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1096.0019999999997,-1277.4310000000003,680.8560000000002,-1868.285,-1946.5720000000003,-1387.1440000000005,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1648.1296775059309,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,84.83358634894248,12418.0,12883.141,354.0,370.71700000000004,7470.0,6786.0,176922.0,196361.0,inf,1.6481296775059313,4590353451.0,19517.881,1.7020000000000002,1840.83047528287,3415.7599999999998,26380.589,460167.0,16926.0,228072.0,4967378.0
387,Asia,2020-04-27,83.0,55.0,67.0,3306.0400000000004,50.0,0.0,0.0,36.0,2800000.0,155.0,0.0,84.0,138.0,67.0,126.0,71.0,3398.1499999999996,73.0,95.0,217190.0,276.54300000000006,179.211,12925.516,0.8439727185374118,20.48494261575572,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1086.713,-1271.1450000000002,683.1410000000002,-1862.572,-1940.1460000000004,-1376.859,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1743.0118819833176,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,84.39727185374117,11442.0,12762.715,281.0,357.001,8647.0,7223.4285714285725,178652.0,196794.0,inf,1.743011881983318,4590353451.0,19517.881,1.7450000000000003,1878.5369373782676,3398.1499999999996,23119.657,471609.0,17207.0,236719.0,5845939.0
388,Asia,2020-04-28,83.0,55.0,67.0,3319.6800000000003,50.0,0.0,0.0,37.0,0.0,155.0,0.0,84.0,139.0,69.0,126.0,71.0,3414.82,73.0,95.0,218626.0,276.54300000000006,179.211,12925.516,0.8407988276627733,21.0127502871333,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1075.427,-1255.713,679.5710000000001,-1853.141,-1927.4279999999999,-1365.4270000000001,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1819.3070725006128,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,84.07988276627734,11100.0,12324.568000000001,363.0,358.716,9301.0,7735.285714285713,193201.0,205664.0,inf,1.8193070725006135,4590353451.0,19517.881,1.6439999999999997,1943.2425145075372,3414.82,30882.407,482709.0,17570.0,246020.0,5293139.0
389,Asia,2020-04-29,83.0,55.0,67.0,3315.1400000000003,50.0,0.0,0.0,37.0,0.0,155.0,0.0,84.0,139.0,68.0,126.0,71.0,3409.26,73.0,95.0,219238.0,276.54300000000006,179.211,12925.516,0.8367342277850964,21.46677765242618,404.3700000000001,156.70000000000002,182.60000000000002,973259.0719999999,-1076.7179999999998,-1231.856,681.2880000000001,-1843.8559999999998,-1916.9969999999996,-1361.8559999999995,1706.619,3075536812.169999,120.13000000000001,31.960000000000008,1889.0908043684246,1135.22410955,3350.09,3434.448885472915,1508.5000000000005,1363.9999999999998,83.67342277850965,11703.0,12101.999,334.0,357.147,10757.0,8283.0,225559.0,218629.0,inf,1.889090804368425,4590353451.0,19517.881,1.5519999999999998,1987.105270373205,3409.26,41017.9,494412.0,17904.0,256777.0,6226452.0
390,Asia,2020-04-30,85.0,53.0,69.0,3374.24,52.0,0.0,0.0,39.0,150000000.0,159.0,0.0,86.0,143.0,70.0,129.0,72.0,3462.9800000000005,75.0,97.0,222720.0,292.84600000000006,189.36900000000003,12925.516,0.8391190137802861,22.039721002655384,412.70000000000005,156.70000000000002,182.60000000000002,1029313.9919999999,-1046.142,-1192.7130000000002,691.8559999999999,-1846.5669999999996,-1924.1429999999998,-1376.8570000000002,1706.619,3080559794.129999,120.13000000000001,32.89300000000001,1971.6457666077854,1157.50343735,3434.9500000000007,3548.6116985729154,1508.5000000000005,1408.8,83.91190137802859,12892.0,12306.859,360.0,347.71600000000007,9038.0,8631.42857142857,237699.0,215504.0,inf,1.971645766607786,4597850439.0,26557.595000000005,1.5349999999999997,1964.0059604382766,3462.9800000000005,3117.0179999999996,507304.0,18264.0,265815.0,5613300.0
