,rmse,mae,mape
"((2, 2, 5), (1, 0, 1, 7))",30854.882158929056,24619.284593744018,4.156318586838213
"((0, 2, 1), (3, 0, 0, 7))",30858.80813638004,24622.63057754373,4.1567205555815345
"((1, 0, 1), (0, 0, 0, 7))",30859.135782284,24622.909420056898,4.156754054241811
"((1, 0, 1), (0, 0, 0, 0))",30859.135782284,24622.909420056898,4.156754054241811
"((4, 1, 4), (2, 1, 0, 7))",30861.54861399035,24624.960969964493,4.157000516564279
"((0, 1, 0), (3, 0, 0, 7))",30862.571214387546,24625.829453114147,4.157104851522594
"((2, 0, 1), (0, 0, 0, 7))",30866.319941624497,24629.008141263366,4.157486722253964
"((2, 0, 1), (0, 0, 0, 0))",30866.319941624497,24629.008141263366,4.157486722253964
"((3, 2, 4), (1, 0, 1, 7))",30871.023407319688,24632.98520673004,4.157964505800877
"((1, 2, 0), (2, 1, 0, 7))",30873.76319682802,24635.296173488263,4.158242133087577
"((1, 2, 2), (0, 0, 1, 7))",30874.22919618101,24635.68882152221,4.1582893037393855
"((0, 0, 4), (2, 1, 1, 7))",30876.06968762702,24637.238433507868,4.158475465902682
"((0, 2, 0), (0, 1, 2, 7))",30877.11848741434,24638.12064007408,4.158581449519459
"((6, 0, 0), (2, 1, 0, 7))",30877.162386779437,24638.157553175333,4.158585884063621
"((5, 2, 1), (2, 1, 0, 7))",30881.56222998574,24641.8518290601,4.159029694770356
"((0, 0, 5), (2, 1, 2, 7))",30881.57814462192,24641.86517237222,4.159031297765089
"((3, 0, 3), (0, 1, 1, 7))",30882.59772441393,24642.71973118223,4.159133959927106
"((4, 0, 3), (0, 1, 1, 7))",30889.114147571596,24648.16814447758,4.159788503396686
"((0, 0, 4), (3, 1, 0, 7))",30891.70598296035,24650.328834233216,4.1600480772015125
"((5, 1, 0), (2, 1, 0, 7))",30894.4819294996,24652.639028615922,4.160325611699116
"((1, 0, 0), (2, 1, 0, 7))",30896.456292066043,24654.27963708878,4.160522705697651
"((3, 2, 2), (0, 0, 1, 7))",30898.10234877524,24655.645860655986,4.1606868365492256
"((1, 2, 3), (0, 0, 1, 7))",30898.63698811282,24656.0893024711,4.160740109296444
"((0, 0, 4), (5, 1, 2, 7))",30899.88303953293,24657.122221116824,4.160864198662928
"((7, 0, 6), (0, 1, 1, 7))",30903.34990451247,24659.99180357732,4.161208935076654
"((0, 2, 1), (0, 0, 1, 7))",30904.55035157167,24660.983969408615,4.161328128616206
"((0, 1, 0), (0, 0, 0, 0))",30913.030656294814,24667.971644230194,4.162167590799796
"((0, 1, 0), (0, 0, 0, 7))",30913.030656294814,24667.971644230194,4.162167590799796
"((0, 1, 7), (2, 1, 0, 7))",30913.046041359376,24667.98428769821,4.16216910971897
"((4, 0, 7), (0, 0, 0, 7))",30913.141716659924,24668.062911076588,4.1621785551145525
"((4, 0, 7), (0, 0, 0, 0))",30913.141716659924,24668.062911076588,4.1621785551145525
"((1, 2, 6), (0, 0, 1, 7))",30913.812133155752,24668.613709834954,4.162244725155407
"((2, 2, 4), (0, 0, 1, 7))",30914.632820015006,24669.287654476324,4.162325689289358
"((5, 0, 8), (0, 0, 0, 7))",30915.857080144844,24670.292373035136,4.162446390847001
"((5, 0, 8), (0, 0, 0, 0))",30915.857080144844,24670.292373035136,4.162446390847001
"((5, 1, 6), (3, 1, 0, 7))",30916.427097638407,24670.759911106023,4.162502558390558
"((2, 2, 1), (0, 0, 0, 7))",30917.940372322522,24672.000323538978,4.162651574959891
"((2, 2, 1), (0, 0, 0, 0))",30917.940372322522,24672.000323538978,4.162651574959891
"((5, 0, 3), (0, 1, 1, 7))",30919.06904829839,24672.924728888203,4.162762628114595
"((0, 0, 3), (2, 0, 0, 7))",30919.33928385659,24673.145960832775,4.162789205746784
"((0, 0, 4), (5, 1, 1, 7))",30921.416485467398,24674.845258034293,4.162993350297837
"((0, 2, 1), (2, 1, 0, 7))",30927.820713203884,24680.07072544659,4.163621110231751
"((0, 0, 2), (1, 1, 2, 7))",30930.225594000025,24682.027681201835,4.1638562085145745
"((4, 0, 4), (0, 1, 1, 7))",30931.980058631045,24683.453557529625,4.16402750573235
"((0, 1, 0), (2, 1, 0, 7))",30936.703826035264,24687.28508784035,4.164487805457688
"((0, 0, 3), (3, 0, 0, 7))",30946.080791153894,24694.858668545705,4.165397655265936
"((1, 2, 9), (0, 0, 0, 7))",30947.75169492207,24696.20376661818,4.165559248212645
"((1, 2, 9), (0, 0, 0, 0))",30947.75169492207,24696.20376661818,4.165559248212645
"((0, 0, 4), (5, 1, 0, 7))",30951.871229246815,24699.514338664587,4.165956962775783
"((10, 1, 3), (0, 1, 0, 7))",30954.633127002573,24701.72935606883,4.166223063216106
"((0, 0, 0), (3, 0, 0, 7))",30962.14710699899,24707.737301058834,4.166944825855177
"((0, 2, 0), (1, 1, 1, 7))",30962.549866765865,24708.05858863662,4.166983423640349
"((3, 1, 4), (0, 1, 1, 7))",30965.77552114398,24710.629020304863,4.167292221664883
"((0, 0, 3), (1, 0, 1, 7))",30972.033782412975,24715.60233055406,4.167889688774909
"((5, 0, 4), (0, 1, 1, 7))",30973.229573065473,24716.550553677014,4.168003603270598
"((5, 2, 10), (2, 1, 0, 7))",30976.01947817234,24718.760320153066,4.1682690728922625
"((2, 2, 5), (0, 0, 1, 7))",30976.832986160614,24719.40399859024,4.168346401005003
"((2, 2, 10), (0, 0, 0, 0))",30988.020282694222,24728.225535414276,4.169406173640968
"((2, 2, 10), (0, 0, 0, 7))",30988.020282694222,24728.225535414276,4.169406173640968
"((0, 0, 0), (0, 1, 1, 7))",30990.272612675933,24729.994800513283,4.169618723764047
"((0, 0, 4), (3, 1, 1, 7))",30991.347953301,24730.838716009843,4.169720107294848
"((0, 2, 1), (0, 0, 0, 7))",30993.954378859,24732.882090587853,4.1699655874765895
"((0, 2, 1), (0, 0, 0, 0))",30993.954378859,24732.882090587853,4.1699655874765895
"((3, 2, 8), (3, 1, 0, 7))",30995.19428569675,24733.85309727424,4.17008223906872
"((6, 1, 5), (0, 1, 1, 7))",30998.172392062977,24736.18258275375,4.170362091096356
"((0, 0, 2), (4, 1, 2, 7))",31003.837523995204,24740.603192044087,4.170893159645252
"((3, 2, 7), (3, 1, 0, 7))",31009.95262148651,24745.359345483106,4.1714645386881175
"((3, 2, 0), (3, 0, 0, 7))",31011.718151913417,24746.72954222314,4.1716291468556
"((6, 1, 4), (0, 1, 1, 7))",31015.839857054725,24749.923156493267,4.172012810731952
"((0, 0, 0), (0, 1, 2, 7))",31017.083483249517,24750.885338270804,4.172128402146351
"((0, 0, 4), (4, 1, 0, 7))",31019.772847275162,24752.963840835528,4.172378102418063
"((3, 2, 10), (3, 1, 0, 7))",31020.129569984965,24753.239308825905,4.172411195681073
"((3, 2, 5), (0, 1, 1, 7))",31021.213197053727,24754.075778157963,4.172511684669175
"((0, 2, 0), (5, 0, 0, 7))",31028.391602934145,24759.604508609456,4.1731758770158125
"((3, 2, 6), (3, 1, 0, 7))",31028.64668396982,24759.800574828398,4.17319943137123
"((0, 0, 6), (0, 0, 1, 7))",31030.236706322674,24761.022127041368,4.173346182173785
"((1, 2, 0), (3, 0, 0, 7))",31033.79933190685,24763.75536623673,4.173674539030937
"((4, 1, 6), (3, 1, 0, 7))",31034.600884786672,24764.369596743934,4.173748329425592
"((0, 0, 0), (1, 1, 0, 7))",31034.603549507327,24764.371638281613,4.173748574685098
"((3, 2, 9), (3, 1, 0, 7))",31040.36835928768,24768.78147100612,4.174278348594548
"((0, 2, 0), (2, 1, 2, 7))",31041.910760031973,24769.959048006443,4.174419816448343
"((0, 2, 0), (3, 1, 1, 7))",31042.36255594716,24770.303798179204,4.174461232905205
"((1, 0, 5), (0, 0, 0, 7))",31046.092012917197,24773.146471298867,4.174802736573478
"((1, 0, 5), (0, 0, 0, 0))",31046.092012917197,24773.146471298867,4.174802736573478
"((3, 2, 6), (0, 1, 1, 7))",31046.432706075684,24773.405875687215,4.17483390004056
"((4, 2, 5), (0, 1, 1, 7))",31047.017018218994,24773.85066341671,4.1748873344787905
"((0, 2, 0), (2, 1, 1, 7))",31047.532910664027,24774.243255032357,4.174934498352804
"((0, 0, 2), (5, 1, 2, 7))",31049.646286183106,24775.8504098843,4.175127573410792
"((0, 0, 4), (4, 1, 1, 7))",31052.23036560635,24777.81309461052,4.175363359941797
"((0, 2, 0), (1, 1, 2, 7))",31052.26181227265,24777.836962891983,4.175366227350511
"((5, 2, 5), (0, 1, 1, 7))",31052.5747485899,24778.074462719185,4.175394759319819
"((3, 2, 6), (2, 1, 0, 7))",31055.022674958676,24779.93094889013,4.175617787719775
"((0, 0, 6), (0, 0, 2, 7))",31059.954606115192,24783.664083142725,4.17606626666468
"((0, 2, 0), (1, 0, 2, 7))",31066.300995897913,24788.453814213546,4.176641679546101
"((1, 2, 3), (0, 0, 0, 0))",31066.456757728596,24788.571172808446,4.176655778385106
"((1, 2, 3), (0, 0, 0, 7))",31066.456757728596,24788.571172808446,4.176655778385106
"((4, 1, 4), (0, 1, 1, 7))",31070.6314329401,24791.713071542792,4.177033229431341
"((4, 2, 0), (0, 0, 1, 7))",31075.43162784996,24795.31742843761,4.177466237747644
"((0, 2, 0), (1, 0, 1, 7))",31086.28277604753,24803.43288472703,4.178441185613922
"((1, 1, 0), (0, 0, 0, 7))",31092.23525250762,24807.865803214612,4.178973732924477
"((1, 1, 0), (0, 0, 0, 0))",31092.23525250762,24807.865803214612,4.178973732924477
"((0, 2, 0), (4, 0, 0, 7))",31113.313534550438,24823.45782285044,4.180846875448173
"((0, 1, 1), (0, 0, 0, 0))",31120.622708863943,24828.826881493394,4.181491885670789
"((0, 1, 1), (0, 0, 0, 7))",31120.622708863943,24828.826881493394,4.181491885670789
"((0, 0, 1), (1, 1, 0, 7))",31121.972324873346,24829.816171822356,4.181610733762745
"((2, 2, 2), (0, 0, 0, 0))",31123.34885150916,24830.82452060474,4.181731871436191
"((2, 2, 2), (0, 0, 0, 7))",31123.34885150916,24830.82452060474,4.181731871436191
"((0, 0, 1), (0, 1, 1, 7))",31126.20790523068,24832.916719080058,4.181983217061945
"((4, 0, 4), (0, 0, 1, 7))",31128.668030539462,24834.71467685746,4.182199214171192
"((0, 2, 0), (2, 0, 1, 7))",31140.535415038208,24843.358047195346,4.183237582830679
"((4, 0, 2), (0, 0, 0, 0))",31141.885170306374,24844.338013783596,4.183355310817889
"((4, 0, 2), (0, 0, 0, 7))",31141.885170306374,24844.338013783596,4.183355310817889
"((0, 0, 0), (1, 0, 0, 7))",31153.010984427732,24852.391893448596,4.184322861195171
"((0, 0, 1), (0, 1, 0, 7))",31154.67742816453,24853.594584209975,4.184467346082994
"((0, 2, 0), (3, 0, 2, 7))",31161.874252270954,24858.777848154623,4.185090035916192
"((1, 2, 1), (0, 0, 0, 7))",31169.166747800242,24864.012330103527,4.185718878808712
"((1, 2, 1), (0, 0, 0, 0))",31169.166747800242,24864.012330103527,4.185718878808712
"((0, 2, 0), (5, 1, 2, 7))",31171.20035476552,24865.46888475846,4.185893861557962
"((0, 0, 0), (3, 0, 2, 7))",31172.788093669402,24866.60514060571,4.186030365307636
"((0, 0, 1), (0, 1, 2, 7))",31186.258184537885,24876.211719323128,4.18718444871204
"((0, 2, 2), (0, 0, 0, 7))",31190.33919754434,24879.110591138447,4.187532703793476
"((0, 2, 2), (0, 0, 0, 0))",31190.33919754434,24879.110591138447,4.187532703793476
"((0, 0, 0), (2, 1, 0, 7))",31192.98392318416,24880.986365728408,4.187758049401767
"((0, 0, 4), (2, 1, 2, 7))",31193.197502790183,24881.13774957177,4.187776235853621
"((0, 0, 2), (3, 1, 0, 7))",31199.13018426246,24885.336983184065,4.188280709502951
"((0, 0, 0), (5, 1, 2, 7))",31203.998574207366,24888.77455858211,4.188693681575003
"((0, 0, 1), (2, 1, 0, 7))",31208.27173926615,24891.785695537794,4.189055423594837
"((0, 2, 0), (4, 0, 1, 7))",31212.534963322265,24894.784134942838,4.189415640198299
"((0, 2, 0), (3, 0, 1, 7))",31224.62827876305,24903.259047533447,4.190433771237694
"((0, 2, 0), (4, 1, 1, 7))",31233.067457990397,24909.146638205897,4.191141075147531
"((0, 2, 0), (2, 0, 2, 7))",31237.20668637109,24912.026490231183,4.191487045292292
"((0, 0, 3), (5, 0, 2, 7))",31241.094366781996,24914.726642191094,4.191811427224503
"((0, 0, 3), (4, 0, 1, 7))",31242.862228750197,24915.95299940169,4.191958755273984
"((0, 0, 3), (2, 0, 2, 7))",31251.30587176125,24921.797506636674,4.192660883368202
"((0, 0, 2), (5, 1, 0, 7))",31261.258946486996,24928.65986372231,4.193485290543803
"((0, 0, 3), (4, 0, 2, 7))",31268.13845423655,24933.386239318752,4.194053092234632
"((2, 2, 3), (0, 0, 1, 7))",31274.638387334486,24937.8393204948,4.194588061783615
"((0, 0, 3), (5, 0, 1, 7))",31276.706831782074,24939.25387103321,4.194757998381138
"((0, 0, 7), (0, 0, 0, 0))",31277.01289090333,24939.46307272286,4.194783130762322
"((0, 0, 7), (0, 0, 0, 7))",31277.01289090333,24939.46307272286,4.194783130762322
"((0, 0, 3), (3, 0, 1, 7))",31280.872687938965,24942.099090721425,4.195099807980648
"((0, 0, 2), (3, 1, 1, 7))",31284.11922610781,24944.31302365441,4.195365778138346
"((0, 0, 2), (5, 1, 1, 7))",31292.076515229826,24949.726858228467,4.19601616750379
"((0, 2, 0), (3, 1, 2, 7))",31293.768140536242,24950.875494046617,4.196154158517492
"((0, 2, 0), (4, 1, 2, 7))",31293.798278431557,24950.895950852522,4.19615661608963
"((0, 0, 2), (4, 1, 1, 7))",31305.86568631064,24959.066795275452,4.1971382179924355
"((0, 0, 2), (4, 1, 0, 7))",31306.55854574993,24959.534714505953,4.197194431326486
"((0, 0, 0), (2, 0, 1, 7))",31312.76911182997,24963.72314157559,4.19769760673511
"((0, 0, 0), (0, 1, 0, 7))",31318.886218335145,24967.838310896863,4.1981919813464765
"((4, 0, 10), (0, 0, 0, 7))",31322.517171218944,24970.276199051445,4.198484856296422
"((4, 0, 10), (0, 0, 0, 0))",31322.517171218944,24970.276199051445,4.198484856296422
"((0, 0, 2), (3, 1, 2, 7))",31343.60635360485,24984.36656326667,4.200177597904139
"((0, 0, 1), (1, 1, 1, 7))",31361.051819344102,24995.93467121891,4.20156732902494
"((0, 2, 0), (5, 1, 1, 7))",31367.604845807844,25000.25984536026,4.202086932501319
"((0, 0, 3), (1, 0, 0, 7))",31389.15064039785,25014.404554745866,4.203786202849506
"((3, 2, 7), (0, 0, 0, 0))",31395.289613508034,25018.41369777457,4.204267840024552
"((3, 2, 7), (0, 0, 0, 7))",31395.289613508034,25018.41369777457,4.204267840024552
"((0, 0, 3), (4, 0, 0, 7))",31412.400000024958,25029.53946955919,4.20560443122476
"((3, 2, 3), (0, 0, 0, 7))",31416.81276056105,25032.397371914867,4.205947764452656
"((3, 2, 3), (0, 0, 0, 0))",31416.81276056105,25032.397371914867,4.205947764452656
"((0, 2, 0), (5, 0, 1, 7))",31426.833441398416,25038.870030627182,4.206725355333029
"((0, 2, 0), (0, 0, 2, 7))",31430.701526711684,25041.362206128884,4.207024752076863
"((0, 0, 3), (5, 0, 0, 7))",31436.71442811624,25045.22931587787,4.207489326127167
"((3, 0, 2), (0, 0, 0, 7))",31444.375483396547,25050.144236639546,4.208079778633918
"((3, 0, 2), (0, 0, 0, 0))",31444.375483396547,25050.144236639546,4.208079778633918
"((0, 0, 0), (2, 1, 2, 7))",31447.312134668788,25052.02464054659,4.2083056803838055
"((0, 0, 1), (2, 1, 2, 7))",31453.243999185237,25055.81691178131,4.208761263732021
"((0, 0, 5), (0, 0, 1, 7))",31459.102600972346,25059.554466657773,4.209210273747226
"((0, 0, 10), (0, 0, 0, 0))",31465.389625340493,25063.556688999743,4.209691079507681
"((0, 0, 10), (0, 0, 0, 7))",31465.389625340493,25063.556688999743,4.209691079507681
"((0, 0, 4), (0, 0, 1, 7))",31484.889127977473,25075.91350621882,4.211175561975714
"((0, 2, 0), (5, 0, 2, 7))",31486.918408036545,25077.194622478084,4.211329468486806
"((0, 2, 0), (4, 0, 2, 7))",31488.90014589956,25078.444852456312,4.211479664483945
"((4, 0, 3), (0, 0, 0, 7))",31511.59453292773,25092.701357320053,4.213192365347802
"((4, 0, 3), (0, 0, 0, 0))",31511.59453292773,25092.701357320053,4.213192365347802
"((0, 0, 1), (3, 1, 2, 7))",31513.11323980044,25093.65144651277,4.213306504023211
"((0, 0, 0), (4, 1, 2, 7))",31516.300738059796,25095.64391940756,4.213545869146763
"((0, 0, 3), (2, 0, 1, 7))",31520.88423779732,25098.50523986195,4.213889613006906
"((0, 0, 3), (3, 0, 2, 7))",31529.83778264728,25104.08184896702,4.21455955724099
"((0, 0, 0), (4, 0, 0, 7))",31546.45550137028,25114.387688136932,4.2157976460865925
"((0, 0, 0), (1, 1, 2, 7))",31554.630877906693,25119.436949323986,4.216404237539376
"((0, 0, 3), (1, 0, 2, 7))",31555.96760861213,25120.261241333916,4.216503263608597
"((0, 0, 0), (2, 1, 1, 7))",31570.459694976453,25129.174553688095,4.217574061669884
"((0, 0, 0), (1, 1, 1, 7))",31592.91626253431,25142.90361773551,4.219223398592131
"((0, 0, 1), (2, 1, 1, 7))",31616.678174949684,25157.323485521818,4.220955725010868
"((0, 0, 0), (4, 0, 1, 7))",31641.396176494858,25172.20941297319,4.222744041365329
"((0, 0, 1), (5, 1, 2, 7))",31710.283175407632,25213.105100232136,4.22765703228182
"((0, 0, 0), (5, 0, 0, 7))",31714.941714096032,25215.84036420996,4.227985632385593
"((0, 0, 5), (0, 0, 0, 0))",31717.72087201885,25217.47036383083,4.22818145189293
"((0, 0, 5), (0, 0, 0, 7))",31717.72087201885,25217.47036383083,4.22818145189293
"((0, 0, 0), (5, 0, 1, 7))",31726.208184530893,25222.440030814676,4.228778481320386
"((0, 0, 1), (1, 1, 2, 7))",31780.651593569535,25254.030699688963,4.232573616691078
"((0, 0, 0), (5, 0, 2, 7))",31784.98059894277,25256.521650048144,4.232872866252788
"((2, 2, 3), (0, 0, 0, 7))",31831.76313168873,25283.250310313662,4.236083905702081
"((2, 2, 3), (0, 0, 0, 0))",31831.76313168873,25283.250310313662,4.236083905702081
"((0, 2, 0), (0, 1, 0, 7))",31836.677715443588,25286.038310896853,4.236418841301859
"((0, 0, 0), (3, 1, 0, 7))",31876.646548489192,25308.5756983157,4.239126363465971
"((0, 0, 0), (5, 1, 1, 7))",31883.86146981711,25312.618487328455,4.239612042691048
"((0, 0, 1), (3, 1, 0, 7))",31920.667555120155,25333.12383573742,4.242075446468439
"((0, 2, 0), (1, 1, 0, 7))",31944.443671329816,25346.26668272758,4.2436543583832975
"((0, 0, 0), (3, 1, 1, 7))",31969.196778990317,25359.865556104436,4.245288054889042
"((0, 0, 6), (0, 0, 0, 7))",32000.887595106575,25377.153551007024,4.247364942884172
"((0, 0, 6), (0, 0, 0, 0))",32000.887595106575,25377.153551007024,4.247364942884172
"((0, 0, 5), (0, 0, 2, 7))",32021.462678097952,25388.3057122165,4.248704704369888
"((3, 2, 0), (0, 0, 0, 7))",32023.363306781277,25389.33307961837,4.248828126839386
"((3, 2, 0), (0, 0, 0, 0))",32023.363306781277,25389.33307961837,4.248828126839386
"((0, 0, 4), (0, 0, 2, 7))",32064.105478369336,25411.24329946568,4.251460304418565
"((0, 2, 6), (0, 0, 0, 0))",32064.94250926814,25411.691206816064,4.2515141136315
"((0, 2, 6), (0, 0, 0, 7))",32064.94250926814,25411.691206816064,4.2515141136315
"((0, 0, 0), (4, 1, 0, 7))",32068.089162984266,25413.37423357866,4.251716303538335
"((0, 0, 1), (3, 1, 1, 7))",32070.019186291833,25414.40591146853,4.251840243846993
"((1, 2, 6), (0, 0, 0, 7))",32084.852361963018,25422.319236262647,4.25279090870773
"((1, 2, 6), (0, 0, 0, 0))",32084.852361963018,25422.319236262647,4.25279090870773
"((0, 0, 1), (5, 1, 1, 7))",32087.52369746047,25423.741438978024,4.252961764597198
"((0, 0, 0), (4, 1, 1, 7))",32106.075246828925,25433.593790203588,4.254145373806912
"((0, 0, 9), (0, 0, 0, 7))",32135.655158960133,25449.216085684417,4.256022153510013
"((0, 0, 9), (0, 0, 0, 0))",32135.655158960133,25449.216085684417,4.256022153510013
"((0, 2, 0), (2, 0, 0, 7))",32144.188954665988,25453.70353062555,4.256561251339437
"((0, 2, 7), (0, 0, 0, 7))",32148.400357904975,25455.914875247887,4.256826910551225
"((0, 2, 7), (0, 0, 0, 0))",32148.400357904975,25455.914875247887,4.256826910551225
"((0, 0, 1), (4, 1, 2, 7))",32154.39148802946,25459.05710529799,4.257204401399977
"((0, 2, 0), (1, 0, 0, 7))",32154.829524351255,25459.286680301302,4.257231981322984
"((0, 0, 0), (3, 1, 2, 7))",32173.886315328313,25469.25253761837,4.258429226552383
"((0, 0, 0), (5, 1, 0, 7))",32189.091660827555,25477.173938484513,4.25938086162957
"((0, 0, 1), (4, 1, 0, 7))",32194.734901447784,25480.107071389593,4.259733232656574
"((0, 0, 1), (4, 1, 1, 7))",32200.547529404637,25483.12443429303,4.260095722628743
"((0, 0, 1), (5, 1, 0, 7))",32221.489354363915,25493.963629729566,4.261397886066774
"((1, 2, 0), (0, 0, 1, 7))",32358.186683632197,25563.540792136755,4.269756517252922
"((1, 2, 7), (0, 0, 0, 7))",32426.225967003124,25597.451908611194,4.27383041888837
"((1, 2, 7), (0, 0, 0, 0))",32426.225967003124,25597.451908611194,4.27383041888837
"((0, 2, 0), (3, 0, 0, 7))",32483.993967137558,25625.89044209469,4.277246873435226
"((0, 2, 0), (0, 0, 0, 0))",32489.746238216292,25628.704977563528,4.277584996795398
"((0, 2, 0), (0, 0, 0, 7))",32489.746238216292,25628.704977563528,4.277584996795398
"((1, 2, 0), (0, 0, 0, 0))",32595.340074894168,25679.836491330567,4.2837276656077155
"((1, 2, 0), (0, 0, 0, 7))",32595.340074894168,25679.836491330567,4.2837276656077155
"((0, 2, 0), (0, 0, 1, 7))",32674.23429936401,25717.403852554537,4.288240809091066
"((0, 2, 0), (2, 1, 0, 7))",32712.685535518878,25735.525369780727,4.290417832036335
"((2, 2, 0), (0, 0, 1, 7))",32751.427303833054,25753.663159603966,4.2925968098850875
"((3, 2, 0), (0, 0, 1, 7))",32935.10350664908,25838.0894877588,4.302739341069631
